worker_id,gender,age,party,voting_for,state,title,source,candidate,flesch,is_complex,fair,trust
21088425,female,50-64,democrat,Hillary Clinton,MI,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,1
36620711,male,18-29,no_affiliation,Hillary Clinton,NY,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,-1,-1
36620711,male,18-29,no_affiliation,Hillary Clinton,NY,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,-1,-1
36620711,male,18-29,no_affiliation,Hillary Clinton,NY,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,0,0
36620711,male,18-29,no_affiliation,Hillary Clinton,NY,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,0,1
36620711,male,18-29,no_affiliation,Hillary Clinton,NY,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,1,0
36620711,male,18-29,no_affiliation,Hillary Clinton,NY,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,-1,0
36620711,male,18-29,no_affiliation,Hillary Clinton,NY,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,0,0
36620711,male,18-29,no_affiliation,Hillary Clinton,NY,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,-1
27770607,male,30-49,republican,John Kasich,TX,Cruz Looks to Shore Up Support Among Iowa Evangelicals,Fox News,cruz,11.8,1,2,2
27770607,male,30-49,republican,John Kasich,TX,"Sanders tours Roosevelt site, says Bation can learn from FDR",Fox News,sanders,14.1,1,1,2
27770607,male,30-49,republican,John Kasich,TX,The Latest: Sanders says Trump campaign based on division,Fox News,sanders,8,0,1,2
27770607,male,30-49,republican,John Kasich,TX,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,Fox News,clinton,7.5,0,1,1
27770607,male,30-49,republican,John Kasich,TX,Trump not backing down from Fox debate boycott,Fox News,trump,11.7,1,2,2
27770607,male,30-49,republican,John Kasich,TX,The Latest: Bible prominent in Final Cruz Pitches to Voters,Fox News,cruz,7.9,0,2,2
27770607,male,30-49,republican,John Kasich,TX,FACT CHECK: Audio refutes Trump's claim on China tariff,Fox News,trump,5.8,0,1,1
27770607,male,30-49,republican,John Kasich,TX,"Clinton Allies Forming Group to Protect, Register Voters",Fox News,clinton,14.2,1,1,2
21678835,male,30-49,no_affiliation,Bernie Sanders,KY,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,0,0
21678835,male,30-49,no_affiliation,Bernie Sanders,KY,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,1
21678835,male,30-49,no_affiliation,Bernie Sanders,KY,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,1,1
21678835,male,30-49,no_affiliation,Bernie Sanders,KY,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,0,0
21678835,male,30-49,no_affiliation,Bernie Sanders,KY,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,0,-1
21678835,male,30-49,no_affiliation,Bernie Sanders,KY,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,0,0
21678835,male,30-49,no_affiliation,Bernie Sanders,KY,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,1,0
21678835,male,30-49,no_affiliation,Bernie Sanders,KY,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,1
37159922,male,30-49,no_affiliation,Donald Trump,WA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,0
37159922,male,30-49,no_affiliation,Donald Trump,WA,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,0
37159922,male,30-49,no_affiliation,Donald Trump,WA,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,1,-1
37159922,male,30-49,no_affiliation,Donald Trump,WA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,0,0
37159922,male,30-49,no_affiliation,Donald Trump,WA,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,1,0
37159922,male,30-49,no_affiliation,Donald Trump,WA,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,-1,0
37159922,male,30-49,no_affiliation,Donald Trump,WA,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,-1,0
37159922,male,30-49,no_affiliation,Donald Trump,WA,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,0
11102360,male,50-64,no_affiliation,Hillary Clinton,GA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,1
11102360,male,50-64,no_affiliation,Hillary Clinton,GA,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,1
11102360,male,50-64,no_affiliation,Hillary Clinton,GA,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,2,2
11102360,male,50-64,no_affiliation,Hillary Clinton,GA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,1,1
11102360,male,50-64,no_affiliation,Hillary Clinton,GA,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,1,1
11102360,male,50-64,no_affiliation,Hillary Clinton,GA,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,1,2
11102360,male,50-64,no_affiliation,Hillary Clinton,GA,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,1,1
11102360,male,50-64,no_affiliation,Hillary Clinton,GA,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,1
33601893,male,18-29,independent_other,Other,PA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,1
33601893,male,18-29,independent_other,Other,PA,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,1
33601893,male,18-29,independent_other,Other,PA,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,1,1
33601893,male,18-29,independent_other,Other,PA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,1,1
33601893,male,18-29,independent_other,Other,PA,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,0,-1
33601893,male,18-29,independent_other,Other,PA,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,0,1
33601893,male,18-29,independent_other,Other,PA,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,-1,0
33601893,male,18-29,independent_other,Other,PA,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,0,-1
31436572,male,18-29,democrat,Hillary Clinton,VA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,2
